marca,modelo,AÑO,PCD,Diametro de rin,ancho de rin
subaru,outback,2015-2016,"5x114,3",18,"7-7,5-8-8,5-9-9,5-10"
suzuki,new gran vitara,2005-2016,"5x114,3",18,"7-7,5-8-8,5-9-9,5-10"
chery,xcross,2011-2016,"5X114,3",18,"7-7,5-8-8,5-9-9,5-10"
chrysler,gran caravan,1991-2001,"5X114,3",18,"7-7,5-8-8,5-9-9,5-10"
daewoo,leganza,2000-2003,"5x114,3",18,"7-7,5-8-8,5-9-9,5-10"
daihatsu,terios,1997-2005,"5x114,3",18,"7-7,5-8-8,5-9-9,5-10"
geely,ec7,2010-2016,"5X114,3",18,"7-7,5-8-8,5-9-9,5-10"
haima,3,2011-2016,"5X114,3",18,"7-7,5-8-8,5-9-9,5-10"
haima,freema,2011-2016,"5X114,3",18,"7-7,5-8-8,5-9-9,5-10"
hiunday,elantra,2006-2016,"5X114,3",18,"7-7,5-8-8,5-9-9,5-10"
kia,carens rondo,2006-2016,"5x114,3",18,"7-7,5-8-8,5-9-9,5-10"
kia,carnival,1999-2005,"5x114,3",18,"7-7,5-8-8,5-9-9,5-10"
kia,soul,2008-2016,"5x114,3",18,"7-7,5-8-8,5-9-9,5-10"
lifan,x60,2010-2015,"5X114,3",18,"7-7,5-8-8,5-9-9,5-10"
mazda,3,2003-2016,"5x114,3",18,"7-7,5-8-8,5-9-9,5-10"
mazda,b 2200,1994-2006,"5x114,3",18,"7-7,5-8-8,5-9-9,5-10"
renault,scenic,2009-2016,"5x114,3",18,"7-7,5-8-8,5-9-9,5-10"
suzuki,ertiga,2010-2016,"5x114,3",18,"7-7,5-8-8,5-9-9,5-10"
citroen,berlingo,1996-2015,4X108,14,"5,5-6-6,5-7"
citroen,saxo,1996-2004,4X108,14,"5,5-6-6,5-7"
mazda,2,2003-2007,4x108,14,"5,5-6-6,5-7"
peugeot,206,1998-2012,4x108,14,"5,5-6-6,5-7"
peugeot,306,1994-2003,4x108,14,"5,5-6-6,5-7"
peugeot,405,1990-1996,4x108,14,"5,5-6-6,5-7"
citroen,c3,2002-2015,4X108,15,"6,5-7-7,5"
citroen,c-elysee,2010-2016,4X108,15,"6,5-7-7,5"
ford,ecosport,2004-2016,4X108,15,"6,5-7-7,5"
ford,fiesta,1990-2016,4X108,15,"6,5-7-7,5"
citroen,berlingo,1996-2015,4X108,15,"6,5-7-7,5"
citroen,saxo,1996-2004,4X108,15,"6,5-7-7,5"
mazda,2,2003-2007,4x108,15,"6,5-7-7,5"
peugeot,206,1998-2012,4x108,15,"6,5-7-7,5"
peugeot,306,1994-2003,4x108,15,"6,5-7-7,5"
peugeot,405,1990-1996,4x108,15,"6,5-7-7,5"
citroen,grand c4 picasso,2013-2016,4X108,16,"7-7,5-8-8,5"
peugeot,207,2009-2016,4x108,16,"7-7,5-8-8,5"
peugeot,208,2013-2016,4x108,16,"7-7,5-8-8,5"
peugeot,301,2012-2016,4x108,16,"7-7,5-8-8,5"
peugeot,307,2001-2009,4x108,16,"7-7,5-8-8,5"
peugeot,2008,2013-2016,4x108,16,"7-7,5-8-8,5"
citroen,c3,2002-2015,4X108,16,"7-7,5-8-8,5"
citroen,c-elysee,2010-2016,4X108,16,"7-7,5-8-8,5"
ford,ecosport,2004-2016,4X108,16,"7-7,5-8-8,5"
ford,fiesta,1990-2016,4X108,16,"7-7,5-8-8,5"
citroen,berlingo,1996-2015,4X108,16,"7-7,5-8-8,5"
citroen,saxo,1996-2004,4X108,16,"7-7,5-8-8,5"
mazda,2,2003-2007,4x108,16,"7-7,5-8-8,5"
peugeot,206,1998-2012,4x108,16,"7-7,5-8-8,5"
peugeot,306,1994-2003,4x108,16,"7-7,5-8-8,5"
peugeot,405,1990-1996,4x108,16,"7-7,5-8-8,5"
citroen,ds3,2010-2015,4X108,17,"7-7,5-8-8,5"
citroen,ds4,2011-2016,4X108,17,"7-7,5-8-8,5"
citroen,ds5,2011-2016,4X108,17,"7-7,5-8-8,5"
ford,focus,1998-2016,4X108,17,"7-7,5-8-8,5"
peugeot,205,1988-1996,4x108,17,"7-7,5-8-8,5"
peugeot,308,2013-2016,4x108,17,"7-7,5-8-8,5"
peugeot,3008,2013-2016,4x108,17,"7-7,5-8-8,5"
ford,fusion,2002-2004,4x108,17,"7-7,5-8-8,5"
citroen,grand c4 picasso,2013-2016,4X108,17,"7-7,5-8-8,5"
peugeot,207,2009-2016,4x108,17,"7-7,5-8-8,5"
peugeot,208,2013-2016,4x108,17,"7-7,5-8-8,5"
peugeot,301,2012-2016,4x108,17,"7-7,5-8-8,5"
peugeot,307,2001-2009,4x108,17,"7-7,5-8-8,5"
peugeot,2008,2013-2016,4x108,17,"7-7,5-8-8,5"
citroen,c3,2002-2015,4X108,17,"7-7,5-8-8,5"
citroen,c-elysee,2010-2016,4X108,17,"7-7,5-8-8,5"
ford,ecosport,2004-2016,4X108,17,"7-7,5-8-8,5"
ford,fiesta,1990-2016,4X108,17,"7-7,5-8-8,5"
chevrolet,luv,1990-2005,"6x139,7",15,"6,5-7-7,5"
chevrolet,dmax,2007-2016,"6x139,7",15,"6,5-7-7,5"
chevrolet,rodeo,1991-2003,"6x139,7",15,"6,5-7-7,5"
hiunday,terracan,2001-2006,"6X139,7",15,"6,5-7-7,5"
kia,carnival,2006-2016,"6x139,7",15,"6,5-7-7,5"
mazda,b 2200,1985-1993,"6x139,7",15,"6,5-7-7,5"
mitsubishi,montero (todos),1990-2016,"6X139,7",15,"6,5-7-7,5"
saangyong,musso,2001-2010,"6x139,7",15,"6,5-7-7,5"
toyota,fj,1970-1982,"6x139,7",15,"6,5-7-7,5"
toyota,hilux,1989-2016,"6x139,7",15,"6,5-7-7,5"
chevrolet,trooper,1996-2002,"6x139,7",16,"7-7,5-8-8,5"
ford,ranger,2005-2016,"6x139,7",16,"7-7,5-8-8,5"
great wall,wingle 5,2008-2016,"6x139,7",16,"7-7,5-8-8,5"
kia,mohave,2008-2015,"6x139,7",16,"7-7,5-8-8,5"
kia,sedona,2007-2016,"6x139,3",16,"7-7,5-8-8,5"
mazda,b 2600,1985-1993,"6x139,7",16,"7-7,5-8-8,5"
mitsubishi,l200,1996-2012,"6X139,7",16,"7-7,5-8-8,5"
mitsubishi,nativa,1998-2016,"6X139,7",16,"7-7,5-8-8,5"
nissan,pathfinder,1986-2004,"6x139,7",16,"7-7,5-8-8,5"
nissan,patrol,1997-2012,"6x139,7",16,"7-7,5-8-8,5"
saangyong,korando,2001-2016,"6x139,7",16,"7-7,5-8-8,5"
chevrolet,luv,1990-2005,"6x139,7",16,"7-7,5-8-8,5"
chevrolet,dmax,2007-2016,"6x139,7",16,"7-7,5-8-8,5"
chevrolet,rodeo,1991-2003,"6x139,7",16,"7-7,5-8-8,5"
hiunday,terracan,2001-2006,"6X139,7",16,"7-7,5-8-8,5"
kia,carnival,2006-2016,"6x139,7",16,"7-7,5-8-8,5"
mazda,b 2200,1985-1993,"6x139,7",16,"7-7,5-8-8,5"
mitsubishi,montero (todos),1990-2016,"6X139,7",16,"7-7,5-8-8,5"
saangyong,musso,2001-2010,"6x139,7",16,"7-7,5-8-8,5"
toyota,fj,1970-1982,"6x139,7",16,"7-7,5-8-8,5"
toyota,hilux,1989-2016,"6x139,7",16,"7-7,5-8-8,5"
great wall,h3,2010-2012,"6x139,7",17,"7-7,5-8-8,5"
great wall,h5,2010-2012,"6x139,7",17,"7-7,5-8-8,5"
great wall,hover,2005-2016,"6x139,7",17,"7-7,5-8-8,5"
hummer,h3,2005-2010,"6X139,7",17,"7-7,5-8-8,5"
mazda,bt 50,2006-2016,"6x139,7",17,"7-7,5-8-8,5"
mitsubishi,sportero,206-2015,"6X139,7",17,"7-7,5-8-8,5"
toyota,4runner,1997-2016,"6x139,7",17,"7-7,5-8-8,5"
toyota,fj cruiser,2007-2016,"6x139,7",17,"7-7,5-8-8,5"
toyota,fortuner,2004-2016,"6x139,7",17,"7-7,5-8-8,5"
toyota,prado sumo,2000-.2014,"6x139,7",17,"7-7,5-8-8,5"
chevrolet,trooper,1996-2002,"6x139,7",17,"7-7,5-8-8,5"
ford,ranger,2005-2016,"6x139,7",17,"7-7,5-8-8,5"
great wall,wingle 5,2008-2016,"6x139,7",17,"7-7,5-8-8,5"
kia,mohave,2008-2015,"6x139,7",17,"7-7,5-8-8,5"
kia,sedona,2007-2016,"6x139,3",17,"7-7,5-8-8,5"
mazda,b 2600,1985-1993,"6x139,7",17,"7-7,5-8-8,5"
mitsubishi,l200,1996-2012,"6X139,7",17,"7-7,5-8-8,5"
mitsubishi,nativa,1998-2016,"6X139,7",17,"7-7,5-8-8,5"
nissan,pathfinder,1986-2004,"6x139,7",17,"7-7,5-8-8,5"
nissan,patrol,1997-2012,"6x139,7",17,"7-7,5-8-8,5"
saangyong,korando,2001-2016,"6x139,7",17,"7-7,5-8-8,5"
chevrolet,luv,1990-2005,"6x139,7",17,"7-7,5-8-8,5"
chevrolet,dmax,2007-2016,"6x139,7",17,"7-7,5-8-8,5"
chevrolet,rodeo,1991-2003,"6x139,7",17,"7-7,5-8-8,5"
hiunday,terracan,2001-2006,"6X139,7",17,"7-7,5-8-8,5"
kia,carnival,2006-2016,"6x139,7",17,"7-7,5-8-8,5"
mazda,b 2200,1985-1993,"6x139,7",17,"7-7,5-8-8,5"
mitsubishi,montero (todos),1990-2016,"6X139,7",17,"7-7,5-8-8,5"
saangyong,musso,2001-2010,"6x139,7",17,"7-7,5-8-8,5"
toyota,fj,1970-1982,"6x139,7",17,"7-7,5-8-8,5"
toyota,hilux,1989-2016,"6x139,7",17,"7-7,5-8-8,5"
lexus,gx,2009-2016,"6x139,7",18,"8-8,5-9-9,5-10"
saangyong,rexton w,2006-2016,"6x139,7",18,"8-8,5-9-9,5-10"
toyota,prado,2003-2016,"6x139,7",18,"8-8,5-9-9,5-10"
chevrolet,tahoe,1995-2016,"6x139,7",18,"8-8,5-9-9,5-10"
toyota,land cruiser,1989-1997,"6x139,7",18,"8-8,5-9-9,5-10"
great wall,h3,2010-2012,"6x139,7",18,"8-8,5-9-9,5-10"
great wall,h5,2010-2012,"6x139,7",18,"8-8,5-9-9,5-10"
great wall,hover,2005-2016,"6x139,7",18,"8-8,5-9-9,5-10"
hummer,h3,2005-2010,"6X139,7",18,"8-8,5-9-9,5-10"
mazda,bt 50,2006-2016,"6x139,7",18,"8-8,5-9-9,5-10"
mitsubishi,sportero,206-2015,"6X139,7",18,"8-8,5-9-9,5-10"
toyota,4runner,1997-2016,"6x139,7",18,"8-8,5-9-9,5-10"
toyota,fj cruiser,2007-2016,"6x139,7",18,"8-8,5-9-9,5-10"
toyota,fortuner,2004-2016,"6x139,7",18,"8-8,5-9-9,5-10"
toyota,prado sumo,2000-.2014,"6x139,7",18,"8-8,5-9-9,5-10"
chevrolet,trooper,1996-2002,"6x139,7",18,"8-8,5-9-9,5-10"
ford,ranger,2005-2016,"6x139,7",18,"8-8,5-9-9,5-10"
great wall,wingle 5,2008-2016,"6x139,7",18,"8-8,5-9-9,5-10"
kia,mohave,2008-2015,"6x139,7",18,"8-8,5-9-9,5-10"
kia,sedona,2007-2016,"6x139,3",18,"8-8,5-9-9,5-10"
mazda,b 2600,1985-1993,"6x139,7",18,"8-8,5-9-9,5-10"
mitsubishi,l200,1996-2012,"6X139,7",18,"8-8,5-9-9,5-10"
mitsubishi,nativa,1998-2016,"6X139,7",18,"8-8,5-9-9,5-10"
nissan,pathfinder,1986-2004,"6x139,7",18,"8-8,5-9-9,5-10"
nissan,patrol,1997-2012,"6x139,7",18,"8-8,5-9-9,5-10"
saangyong,korando,2001-2016,"6x139,7",18,"8-8,5-9-9,5-10"
chevrolet,luv,1990-2005,"6x139,7",18,"8-8,5-9-9,5-10"
chevrolet,dmax,2007-2016,"6x139,7",18,"8-8,5-9-9,5-10"
chevrolet,rodeo,1991-2003,"6x139,7",18,"8-8,5-9-9,5-10"
hiunday,terracan,2001-2006,"6X139,7",18,"8-8,5-9-9,5-10"
kia,carnival,2006-2016,"6x139,7",18,"8-8,5-9-9,5-10"
mazda,b 2200,1985-1993,"6x139,7",18,"8-8,5-9-9,5-10"
mitsubishi,montero (todos),1990-2016,"6X139,7",18,"8-8,5-9-9,5-10"
saangyong,musso,2001-2010,"6x139,7",18,"8-8,5-9-9,5-10"
toyota,fj,1970-1982,"6x139,7",18,"8-8,5-9-9,5-10"
toyota,hilux,1989-2016,"6x139,7",18,"8-8,5-9-9,5-10"
jeep,wrangler,2007-2016,5X127,17,"7-7,5-8-8,5"
chrysler,pacifica,2004-2008,5X127,17,"7-7,5-8-8,5"
dodge,journey,2009-2016,5X127,17,"7-7,5-8-8,5"
jeep,comander,2005-2008,5X127,17,"7-7,5-8-8,5"
jeep,wrangler unlimited,2009-2016,5X127,17,"7-7,5-8-8,5"
jeep,grand cherokee,1999-2006,5x127,17,"7-7,5-8-8,5"
mg,mg 3,2012-2016,5x100-5x120,14,"5,5-6-6,5-7-7,5"
skoda,favia,1999-2016,5x100-5x120,14,"5,5-6-6,5-7-7,5"
volkswagen,polo,2001-2016,5x100-5x120,14,"5,5-6-6,5-7-7,5"
chevrolet,blazer,1983-1998,5x100-5x120,15,"6-6,5-7-7,5"
brilliance,h220,2012-2016,5x100-5x120,15,"6-6,5-7-7,5"
seat,ibiza,2003-2016,5x100-5x120,15,"6-6,5-7-7,5"
seat,toledo,1993-2004,5x100-5x120,15,"6-6,5-7-7,5"
skoda,praktik,2003-2016,5x100-5x120,15,"6-6,5-7-7,5"
skoda,rapid,2012-2016,5x100-5x120,15,"6-6,5-7-7,5"
skoda,roomster,2006-2015,5x100-5x120,15,"6-6,5-7-7,5"
subaru,forester,1997-2016,5x100-5x120,15,"6-6,5-7-7,5"
toyota,corolla,2003-2016,5x100-5x120,15,"6-6,5-7-7,5"
volkswagen,crossfox,2010-2016,5x100-5x120,15,"6-6,5-7-7,5"
volkswagen,vento,2010-2016,5x100-5x120,15,"6-6,5-7-7,5"
mg,mg 3,2012-2016,5x100-5x120,15,"6-6,5-7-7,5"
skoda,favia,1999-2016,5x100-5x120,15,"6-6,5-7-7,5"
volkswagen,polo,2001-2016,5x100-5x120,15,"6-6,5-7-7,5"
bmw,530i,2013-2016,5x100-5x120,16,"7-7,5-8-8,5"
land rover,range rover,1995-2016,5x100-5x120,16,"7-7,5-8-8,5"
volkswagen,amarok,2010-2016,5x100-5x120,16,"7-7,5-8-8,5"
brilliance,h530,2012-2016,5x100-5x120,16,"7-7,5-8-8,5"
chrysler,pt cruiser,2000-2010,5x100-5x120,16,"7-7,5-8-8,5"
mg,mg 350,2012-2016,5x100-5x120,16,"7-7,5-8-8,5"
skoda,octavia,1996-2003,5x100-5x120,16,"7-7,5-8-8,5"
subaru,impreza,1992-2005,5x100-5x120,16,"7-7,5-8-8,5"
subaru,impreza,2008-2016,5x100-5x120,16,"7-7,5-8-8,5"
subaru,legacy,1989-2016,5x100-5x120,16,"7-7,5-8-8,5"
subaru,outback,1997-2014,5x100-5x120,16,"7-7,5-8-8,5"
volkswagen,jetta,2000-2005,5x100-5x120,16,"7-7,5-8-8,5"
chevrolet,blazer,1983-1998,5x100-5x120,16,"7-7,5-8-8,5"
brilliance,h220,2012-2016,5x100-5x120,16,"7-7,5-8-8,5"
seat,ibiza,2003-2016,5x100-5x120,16,"7-7,5-8-8,5"
seat,toledo,1993-2004,5x100-5x120,16,"7-7,5-8-8,5"
skoda,praktik,2003-2016,5x100-5x120,16,"7-7,5-8-8,5"
skoda,rapid,2012-2016,5x100-5x120,16,"7-7,5-8-8,5"
skoda,roomster,2006-2015,5x100-5x120,16,"7-7,5-8-8,5"
subaru,forester,1997-2016,5x100-5x120,16,"7-7,5-8-8,5"
toyota,corolla,2003-2016,5x100-5x120,16,"7-7,5-8-8,5"
volkswagen,crossfox,2010-2016,5x100-5x120,16,"7-7,5-8-8,5"
volkswagen,vento,2010-2016,5x100-5x120,16,"7-7,5-8-8,5"
mg,mg 3,2012-2016,5x100-5x120,16,"7-7,5-8-8,5"
skoda,favia,1999-2016,5x100-5x120,16,"7-7,5-8-8,5"
volkswagen,polo,2001-2016,5x100-5x120,16,"7-7,5-8-8,5"
bmw,120i,2004-2016,5x100-5x120,17,"7-7,5-8-8,5"
bmw,125i,2004-2016,5x100-5x120,17,"7-7,5-8-8,5"
bmw,130i,2004-2016,5x100-5x120,17,"7-7,5-8-8,5"
bmw,320i,2004-2016,5x100-5x120,17,"7-7,5-8-8,5"
bmw,325i,1977-2016,5x100-5x120,17,"7-7,5-8-8,5"
bmw,328i,1977-2016,5x100-5x120,17,"7-7,5-8-8,5"
bmw,330i,1977-2016,5x100-5x120,17,"7-7,5-8-8,5"
bmw,335i,1977-2016,5x100-5x120,17,"7-7,5-8-8,5"
bmw,428i,2013-2016,5x100-5x120,17,"7-7,5-8-8,5"
bmw,525i,2013-2016,5x100-5x120,17,"7-7,5-8-8,5"
bmw,528i,2013-2016,5x100-5x120,17,"7-7,5-8-8,5"
bmw,540i,2013-2016,5x100-5x120,17,"7-7,5-8-8,5"
bmw,545i,2013-2016,5x100-5x120,17,"7-7,5-8-8,5"
bmw,550i,2013-2016,5x100-5x120,17,"7-7,5-8-8,5"
bmw,745li,2015-2016,5x100-5x120,17,"7-7,5-8-8,5"
bmw,active hibrid 3,2012-2015,5x100-5x120,17,"7-7,5-8-8,5"
bmw,x1,2001-2016,5x100-5x120,17,"7-7,5-8-8,5"
bmw,x3,2001-2016,5x100-5x120,17,"7-7,5-8-8,5"
bmw,x4,2001-2016,5x100-5x120,17,"7-7,5-8-8,5"
bmw,z4,2003-2016,5x100-5x120,17,"7-7,5-8-8,5"
byd,qin,2006-2012,5x100-5x120,17,"7-7,5-8-8,5"
honda,odyssey,2005-2010,5x100-5x120,17,"7-7,5-8-8,5"
honda,odyssey,2012-2016,5x100-5x120,17,"7-7,5-8-8,5"
honda,pilot,2009-2016,5x100-5x120,17,"7-7,5-8-8,5"
audi,a1,2010-2016,5x100-5x120,17,"7-7,5-8-8,5"
audi,s3,1998-2016,5x100-5x120,17,"7-7,5-8-8,5"
brilliance,v5,2012-2016,5x100-5x120,17,"7-7,5-8-8,5"
seat,leon style,1999-2004,5x100-5x120,17,"7-7,5-8-8,5"
subaru,wrx,2002-2007,5x100-5x120,17,"7-7,5-8-8,5"
subaru,xv,2010-2014,5x100-5x120,17,"7-7,5-8-8,5"
volkswagen,beetle,2000-2016,5x100-5x120,17,"7-7,5-8-8,5"
volkswagen,bora,1998-2016,5x100-5x120,17,"7-7,5-8-8,5"
volkswagen,golf,1993-2003,5x100-5x120,17,"7-7,5-8-8,5"
bmw,530i,2013-2016,5x100-5x120,17,"7-7,5-8-8,5"
land rover,range rover,1995-2016,5x100-5x120,17,"7-7,5-8-8,5"
volkswagen,amarok,2010-2016,5x100-5x120,17,"7-7,5-8-8,5"
brilliance,h530,2012-2016,5x100-5x120,17,"7-7,5-8-8,5"
chrysler,pt cruiser,2000-2010,5x100-5x120,17,"7-7,5-8-8,5"
mg,mg 350,2012-2016,5x100-5x120,17,"7-7,5-8-8,5"
skoda,octavia,1996-2003,5x100-5x120,17,"7-7,5-8-8,5"
subaru,impreza,1992-2005,5x100-5x120,17,"7-7,5-8-8,5"
subaru,impreza,2008-2016,5x100-5x120,17,"7-7,5-8-8,5"
subaru,legacy,1989-2016,5x100-5x120,17,"7-7,5-8-8,5"
subaru,outback,1997-2014,5x100-5x120,17,"7-7,5-8-8,5"
volkswagen,jetta,2000-2005,5x100-5x120,17,"7-7,5-8-8,5"
chevrolet,blazer,1983-1998,5x100-5x120,17,"7-7,5-8-8,5"
brilliance,h220,2012-2016,5x100-5x120,17,"7-7,5-8-8,5"
seat,ibiza,2003-2016,5x100-5x120,17,"7-7,5-8-8,5"
seat,toledo,1993-2004,5x100-5x120,17,"7-7,5-8-8,5"
skoda,praktik,2003-2016,5x100-5x120,17,"7-7,5-8-8,5"
skoda,rapid,2012-2016,5x100-5x120,17,"7-7,5-8-8,5"
skoda,roomster,2006-2015,5x100-5x120,17,"7-7,5-8-8,5"
subaru,forester,1997-2016,5x100-5x120,17,"7-7,5-8-8,5"
toyota,corolla,2003-2016,5x100-5x120,17,"7-7,5-8-8,5"
volkswagen,crossfox,2010-2016,5x100-5x120,17,"7-7,5-8-8,5"
volkswagen,vento,2010-2016,5x100-5x120,17,"7-7,5-8-8,5"
bmw,118i,2004-2016,5x100-5x120,18,"8-8,5-9-9,5-10"
bmw,135i,2004-2016,5x100-5x120,18,"8-8,5-9-9,5-10"
bmw,645i,2009-2016,5x100-5x120,18,"8-8,5-9-9,5-10"
bmw,750i,2015-2016,5x100-5x120,18,"8-8,5-9-9,5-10"
bmw,m3,2008-2016,5x100-5x120,18,"8-8,5-9-9,5-10"
bmw,m4,2008-2016,5x100-5x120,18,"8-8,5-9-9,5-10"
bmw,x5,2001-2016,5x100-5x120,18,"8-8,5-9-9,5-10"
byd,s6,2006-2012,5x100-5x120,18,"8-8,5-9-9,5-10"
land rover,discovery,1999-2016,5x100-5x120,18,"8-8,5-9-9,5-10"
bmw,120i,2004-2016,5x100-5x120,18,"8-8,5-9-9,5-10"
bmw,125i,2004-2016,5x100-5x120,18,"8-8,5-9-9,5-10"
bmw,130i,2004-2016,5x100-5x120,18,"8-8,5-9-9,5-10"
bmw,320i,2004-2016,5x100-5x120,18,"8-8,5-9-9,5-10"
bmw,325i,1977-2016,5x100-5x120,18,"8-8,5-9-9,5-10"
bmw,328i,1977-2016,5x100-5x120,18,"8-8,5-9-9,5-10"
bmw,330i,1977-2016,5x100-5x120,18,"8-8,5-9-9,5-10"
bmw,335i,1977-2016,5x100-5x120,18,"8-8,5-9-9,5-10"
bmw,428i,2013-2016,5x100-5x120,18,"8-8,5-9-9,5-10"
bmw,525i,2013-2016,5x100-5x120,18,"8-8,5-9-9,5-10"
bmw,528i,2013-2016,5x100-5x120,18,"8-8,5-9-9,5-10"
bmw,540i,2013-2016,5x100-5x120,18,"8-8,5-9-9,5-10"
bmw,545i,2013-2016,5x100-5x120,18,"8-8,5-9-9,5-10"
bmw,550i,2013-2016,5x100-5x120,18,"8-8,5-9-9,5-10"
bmw,745li,2015-2016,5x100-5x120,18,"8-8,5-9-9,5-10"
bmw,active hibrid 3,2012-2015,5x100-5x120,18,"8-8,5-9-9,5-10"
bmw,x1,2001-2016,5x100-5x120,18,"8-8,5-9-9,5-10"
bmw,x3,2001-2016,5x100-5x120,18,"8-8,5-9-9,5-10"
bmw,x4,2001-2016,5x100-5x120,18,"8-8,5-9-9,5-10"
bmw,z4,2003-2016,5x100-5x120,18,"8-8,5-9-9,5-10"
byd,qin,2006-2012,5x100-5x120,18,"8-8,5-9-9,5-10"
honda,odyssey,2005-2010,5x100-5x120,18,"8-8,5-9-9,5-10"
honda,odyssey,2012-2016,5x100-5x120,18,"8-8,5-9-9,5-10"
honda,pilot,2009-2016,5x100-5x120,18,"8-8,5-9-9,5-10"
audi,a1,2010-2016,5x100-5x120,18,"8-8,5-9-9,5-10"
audi,s3,1998-2016,5x100-5x120,18,"8-8,5-9-9,5-10"
brilliance,v5,2012-2016,5x100-5x120,18,"8-8,5-9-9,5-10"
seat,leon style,1999-2004,5x100-5x120,18,"8-8,5-9-9,5-10"
subaru,wrx,2002-2007,5x100-5x120,18,"8-8,5-9-9,5-10"
subaru,xv,2010-2014,5x100-5x120,18,"8-8,5-9-9,5-10"
volkswagen,beetle,2000-2016,5x100-5x120,18,"8-8,5-9-9,5-10"
volkswagen,bora,1998-2016,5x100-5x120,18,"8-8,5-9-9,5-10"
volkswagen,golf,1993-2003,5x100-5x120,18,"8-8,5-9-9,5-10"
bmw,530i,2013-2016,5x100-5x120,18,"8-8,5-9-9,5-10"
land rover,range rover,1995-2016,5x100-5x120,18,"8-8,5-9-9,5-10"
volkswagen,amarok,2010-2016,5x100-5x120,18,"8-8,5-9-9,5-10"
brilliance,h530,2012-2016,5x100-5x120,18,"8-8,5-9-9,5-10"
chrysler,pt cruiser,2000-2010,5x100-5x120,18,"8-8,5-9-9,5-10"
mg,mg 350,2012-2016,5x100-5x120,18,"8-8,5-9-9,5-10"
skoda,octavia,1996-2003,5x100-5x120,18,"8-8,5-9-9,5-10"
subaru,impreza,1992-2005,5x100-5x120,18,"8-8,5-9-9,5-10"
subaru,impreza,2008-2016,5x100-5x120,18,"8-8,5-9-9,5-10"
subaru,legacy,1989-2016,5x100-5x120,18,"8-8,5-9-9,5-10"
subaru,outback,1997-2014,5x100-5x120,18,"8-8,5-9-9,5-10"
volkswagen,jetta,2000-2005,5x100-5x120,18,"8-8,5-9-9,5-10"
chevrolet,blazer,1983-1998,5x100-5x120,18,"8-8,5-9-9,5-10"
brilliance,h220,2012-2016,5x100-5x120,18,"8-8,5-9-9,5-10"
seat,ibiza,2003-2016,5x100-5x120,18,"8-8,5-9-9,5-10"
seat,toledo,1993-2004,5x100-5x120,18,"8-8,5-9-9,5-10"
skoda,praktik,2003-2016,5x100-5x120,18,"8-8,5-9-9,5-10"
skoda,rapid,2012-2016,5x100-5x120,18,"8-8,5-9-9,5-10"
skoda,roomster,2006-2015,5x100-5x120,18,"8-8,5-9-9,5-10"
subaru,forester,1997-2016,5x100-5x120,18,"8-8,5-9-9,5-10"
toyota,corolla,2003-2016,5x100-5x120,18,"8-8,5-9-9,5-10"
volkswagen,crossfox,2010-2016,5x100-5x120,18,"8-8,5-9-9,5-10"
volkswagen,vento,2010-2016,5x100-5x120,18,"8-8,5-9-9,5-10"
bmw,740i,2015-2016,5x100-5x120,20,"8-8,5-9-9,5-10"
bmw,i3,2012-2015,5x100-5x120,20,"8-8,5-9-9,5-10"
bmw,m6,2008-2016,5x100-5x120,20,"8-8,5-9-9,5-10"
bmw,x6,2001-2016,5x100-5x120,20,"8-8,5-9-9,5-10"
chrysler,neon,1994-2005,5x100-5x120,20,"8-8,5-9-9,5-10"
bmw,760li,2015-2016,5x100-5x120,20,"8-8,5-9-9,5-10"
bmw,i8,2013-2015,5x100-5x120,20,"8-8,5-9-9,5-10"
chevrolet,camaro ss,2012-2016,5x100-5x120,20,"8-8,5-9-9,5-10"
chevrolet,camaro zl1,2012-2016,5x100-5x120,20,"8-8,5-9-9,5-10"
chevrolet,camaro zl2,2013-2016,5x100-5x120,20,"8-8,5-9-9,5-10"
land rover,range rover sport,2005-2016,5x100-5x120,20,"8-8,5-9-9,5-10"
bmw,118i,2004-2016,5x100-5x120,20,"8-8,5-9-9,5-10"
bmw,135i,2004-2016,5x100-5x120,20,"8-8,5-9-9,5-10"
bmw,645i,2009-2016,5x100-5x120,20,"8-8,5-9-9,5-10"
bmw,750i,2015-2016,5x100-5x120,20,"8-8,5-9-9,5-10"
bmw,m3,2008-2016,5x100-5x120,20,"8-8,5-9-9,5-10"
bmw,m4,2008-2016,5x100-5x120,20,"8-8,5-9-9,5-10"
bmw,x5,2001-2016,5x100-5x120,20,"8-8,5-9-9,5-10"
byd,s6,2006-2012,5x100-5x120,20,"8-8,5-9-9,5-10"
land rover,discovery,1999-2016,5x100-5x120,20,"8-8,5-9-9,5-10"
bmw,120i,2004-2016,5x100-5x120,20,"8-8,5-9-9,5-10"
bmw,125i,2004-2016,5x100-5x120,20,"8-8,5-9-9,5-10"
bmw,130i,2004-2016,5x100-5x120,20,"8-8,5-9-9,5-10"
bmw,320i,2004-2016,5x100-5x120,20,"8-8,5-9-9,5-10"
bmw,325i,1977-2016,5x100-5x120,20,"8-8,5-9-9,5-10"
bmw,328i,1977-2016,5x100-5x120,20,"8-8,5-9-9,5-10"
bmw,330i,1977-2016,5x100-5x120,20,"8-8,5-9-9,5-10"
bmw,335i,1977-2016,5x100-5x120,20,"8-8,5-9-9,5-10"
bmw,428i,2013-2016,5x100-5x120,20,"8-8,5-9-9,5-10"
